model,thinking,config,task,rep,label,reward_binary,reward_partial,n_turns,n_sym_turns,first_sym_turn,last_sym_turn,sym_coverage,n_gold_symbols
deepseek-v4-flash,high,advisor,returns-validated-error-accumulation,0,found_kept_failed,0,0.990909090909091,82,50,3,81,0.978,45
deepseek-v4-flash,high,advisor,scc-bounded-memory-spilling,0,solved,1,1.0,68,4,17,66,0.067,45
deepseek-v4-flash,high,advisor,scriggo-method-declarations,0,found_kept_failed,0,0.9562443026435734,94,21,1,81,0.185,54
deepseek-v4-flash,high,advisor,skrub-duration-encoding,0,found_kept_failed,0,0.9996568291008923,72,36,3,71,0.298,47
deepseek-v4-flash,high,advisor,sql-formatter-bigquery-pipe-formatting,0,found_then_lost,0,0.9954664341761116,48,1,8,8,0.25,4
deepseek-v4-flash,high,advisor,sqlfmt-create-table-ddl-formatting,0,search_failure,-1,0.0,19,0,,,0.0,38
deepseek-v4-flash,high,advisor,sqlfmt-create-table-ddl-formatting,1,found_kept_failed,0,0.9938697318007663,175,23,21,174,0.316,38
deepseek-v4-flash,high,advisor,sqlite-utils-safe-import-checkpoints,0,found_kept_failed,0,0.0,19,7,5,18,0.632,38
deepseek-v4-flash,high,advisor,superjson-error-stack-serialization,0,found_kept_failed,0,0.6275510204081632,11,4,7,10,0.364,22
deepseek-v4-flash,high,advisor,task-task-graph-export,0,found_kept_failed,-1,0.0,19,3,5,18,0.348,23
deepseek-v4-flash,high,advisor,task-task-graph-export,1,found_kept_failed,0,0.4864864864864865,67,13,17,65,0.478,23
deepseek-v4-flash,high,advisor,tengo-callable-instance-isolation,0,found_kept_failed,0,0.8551724137931035,43,7,6,40,0.146,41
deepseek-v4-flash,high,advisor,tengo-destructuring-bindings,0,found_kept_failed,0,0.0,34,11,19,33,0.364,33
deepseek-v4-flash,high,advisor,termenv-preserve-ansi-resets,0,found_kept_failed,0,0.13114754098360656,30,9,7,29,0.483,29
deepseek-v4-flash,high,advisor,termenv-preserve-ansi-resets,1,found_kept_failed,0,0.9262295081967213,79,32,9,76,0.586,29
deepseek-v4-flash,high,advisor,testem-bail-on-test-failure,0,found_then_lost,0,0.9516407599309153,40,4,16,29,0.333,9
deepseek-v4-flash,high,advisor,testem-per-launcher-reports,0,found_kept_failed,0,0.9625468164794008,30,9,5,29,0.375,8
deepseek-v4-flash,high,advisor,textual-kitty-key-phases,0,found_kept_failed,0,0.7875,40,14,4,33,0.34,50
deepseek-v4-flash,high,advisor,textual-richlog-follow-state,0,found_kept_failed,0,0.8846153846153846,55,16,4,45,0.34,47
deepseek-v4-flash,high,advisor,tomlkit-toml-table-converters,0,found_then_lost,-1,0.0,10,1,1,1,0.05,20
deepseek-v4-flash,high,advisor,tomlkit-toml-table-converters,1,found_kept_failed,0,0.9931640625,120,53,2,118,0.4,20
deepseek-v4-flash,high,advisor,true-myth-iterable-collection-combinators,0,solved,1,1.0,31,1,23,23,0.5,2
deepseek-v4-flash,high,advisor,ts-pattern-match-each,0,found_kept_failed,0,0.06593406593406594,69,8,9,57,0.5,6
deepseek-v4-flash,high,advisor,updo-policy-alerting,0,found_kept_failed,0,0.8785714285714286,16,5,6,14,0.214,42
deepseek-v4-flash,high,advisor,valibot-recursive-schema-composition,0,found_then_lost,0,0.6575342465753424,42,13,4,30,0.353,17
deepseek-v4-flash,high,advisor,vitest-duration-sharding,0,found_kept_failed,0,0.0,41,19,6,35,0.32,25
deepseek-v4-flash,high,advisor,vitest-duration-sharding,1,found_kept_failed,0,0.9875,106,27,2,105,0.24,25
deepseek-v4-flash,high,advisor,vulture-persistent-analysis-cache,0,found_kept_failed,0,0.9968652037617555,44,8,1,43,0.14,43
deepseek-v4-flash,high,advisor,wasmi-trap-coredumps,0,search_failure,-1,0.0,12,0,,,0.0,40
deepseek-v4-flash,high,advisor,wasmi-trap-coredumps,1,found_kept_failed,0,0.8125,163,52,29,161,0.3,40
deepseek-v4-flash,high,advisor,wazero-multi-module-snapshots,0,found_kept_failed,0,0.975,75,16,7,72,0.762,42
deepseek-v4-flash,high,advisor,yaegi-go-embed-directives,0,search_failure,-1,0.0,9,0,,,0.0,35
deepseek-v4-flash,high,advisor,yaegi-go-embed-directives,1,found_kept_failed,0,0.71875,159,31,3,156,0.686,35
deepseek-v4-flash,high,advisor,yjs-map-conflict-detection,0,search_failure,-1,0.0,4,0,,,0.0,38
deepseek-v4-flash,high,advisor,yjs-map-conflict-detection,1,found_kept_failed,0,0.07916666666666666,37,3,13,34,0.053,38
deepseek-v4-flash,high,advisor,ytt-jsonpath-query-api,0,found_kept_failed,0,0.009615384615384616,15,2,6,12,0.015,66
deepseek-v4-flash,high,advisor,ytt-jsonpath-query-api,1,found_kept_failed,0,0.9711538461538461,102,26,6,100,0.242,66
deepseek-v4-flash,high,advisor-observational-memory,actionlint-action-pinning-lint,0,found_kept_failed,0,0.935,55,13,15,54,0.265,34
deepseek-v4-flash,high,advisor-observational-memory,actionlint-action-pinning-lint,1,found_kept_failed,0,0.895,68,17,12,66,0.265,34
deepseek-v4-flash,high,advisor-observational-memory,actionlint-action-pinning-lint,2,found_kept_failed,0,0.92,109,30,5,101,0.265,34
deepseek-v4-flash,high,advisor-observational-memory,anko-default-function-arguments,0,search_failure,0,0.9917355371900827,131,0,,,0.0,14
deepseek-v4-flash,high,advisor-observational-memory,anko-default-function-arguments,1,search_failure,0,0.9917355371900827,97,0,,,0.0,14
deepseek-v4-flash,high,advisor-observational-memory,anko-default-function-arguments,2,search_failure,0,0.9834710743801653,275,0,,,0.0,14
deepseek-v4-flash,high,advisor-observational-memory,awilix-async-container-initialization,0,found_kept_failed,0,0.8709677419354839,93,40,9,92,0.333,15
deepseek-v4-flash,high,advisor-observational-memory,awilix-async-container-initialization,1,solved,1,1.0,87,36,9,84,0.333,15
deepseek-v4-flash,high,advisor-observational-memory,awilix-async-container-initialization,2,found_kept_failed,0,0.9946236559139785,107,59,10,103,0.333,15
deepseek-v4-flash,high,advisor-observational-memory,boa-hierarchical-evaluation-cancellation,0,found_kept_failed,0,0.2916666666666667,179,56,16,175,0.462,39
deepseek-v4-flash,high,advisor-observational-memory,boa-hierarchical-evaluation-cancellation,1,found_kept_failed,0,0.2916666666666667,180,50,9,176,0.385,39
deepseek-v4-flash,high,advisor-observational-memory,boa-hierarchical-evaluation-cancellation,2,found_kept_failed,0,0.875,171,45,23,170,0.436,39
deepseek-v4-flash,high,advisor-observational-memory,cattrs-partial-structuring-recovery,0,solved,1,1.0,88,48,12,86,0.25,20
deepseek-v4-flash,high,advisor-observational-memory,cattrs-partial-structuring-recovery,1,found_kept_failed,0,0.7763157894736842,56,26,1,54,0.3,20
deepseek-v4-flash,high,advisor-observational-memory,cattrs-partial-structuring-recovery,2,found_kept_failed,0,0.9736842105263158,90,35,13,88,0.2,20
deepseek-v4-flash,high,advisor-observational-memory,dynamodb-toolbox-lazy-recursive-schemas,0,found_kept_failed,0,0.9976993865030674,253,27,30,221,0.333,9
deepseek-v4-flash,high,advisor-observational-memory,dynamodb-toolbox-lazy-recursive-schemas,1,found_kept_failed,0,0.9831288343558282,206,25,45,203,0.444,9
deepseek-v4-flash,high,advisor-observational-memory,dynamodb-toolbox-lazy-recursive-schemas,2,found_kept_failed,0,0.9915644171779141,134,22,37,132,0.333,9
deepseek-v4-flash,high,advisor-observational-memory,fastapi-implicit-head-options,0,found_kept_failed,0,0.9959080893925086,188,65,2,186,0.29,31
deepseek-v4-flash,high,advisor-observational-memory,fastapi-implicit-head-options,1,found_kept_failed,0,0.9955933270380862,227,75,4,226,0.323,31
deepseek-v4-flash,high,advisor-observational-memory,fastapi-implicit-head-options,2,found_kept_failed,0,0.9940195152659742,207,61,8,202,0.355,31
deepseek-v4-flash,high,advisor-observational-memory,httpx-streaming-json-iteration,0,found_kept_failed,0,0.9914021164021164,67,13,3,65,0.238,21
deepseek-v4-flash,high,advisor-observational-memory,httpx-streaming-json-iteration,1,found_kept_failed,0,0.9966931216931217,82,23,3,81,0.19,21
deepseek-v4-flash,high,advisor-observational-memory,httpx-streaming-json-iteration,2,found_kept_failed,0,0.9993386243386243,102,25,1,100,0.238,21
deepseek-v4-flash,high,advisor-observational-memory,kgateway-consistent-hash-policy,0,found_kept_failed,0,0.9907407407407407,127,15,9,125,0.213,47
deepseek-v4-flash,high,advisor-observational-memory,kgateway-consistent-hash-policy,1,search_failure,0,0.9907407407407407,41,0,,,0.0,47
deepseek-v4-flash,high,advisor-observational-memory,kgateway-consistent-hash-policy,2,found_kept_failed,0,0.9907407407407407,115,14,22,103,0.17,47
deepseek-v4-flash,high,advisor-observational-memory,mashumaro-flattened-dataclass-fields,0,found_then_lost,0,0.9998670212765958,177,15,19,123,0.231,13
deepseek-v4-flash,high,advisor-observational-memory,mashumaro-flattened-dataclass-fields,1,found_then_lost,0,0.9998005319148936,115,6,17,34,0.077,13
deepseek-v4-flash,high,advisor-observational-memory,mashumaro-flattened-dataclass-fields,2,found_kept_failed,0,0.9997672872340425,113,20,8,111,0.231,13
deepseek-v4-flash,high,advisor-observational-memory,ts-pattern-match-each,0,solved,1,1.0,72,19,6,70,0.5,6
deepseek-v4-flash,high,advisor-observational-memory,ts-pattern-match-each,1,found_kept_failed,0,0.06593406593406594,47,11,8,46,0.5,6
deepseek-v4-flash,high,advisor-observational-memory,ts-pattern-match-each,2,found_kept_failed,0,0.06593406593406594,60,15,5,59,0.667,6
deepseek-v4-flash,high,advisor-observational-memory,yjs-map-conflict-detection,0,solved,1,1.0,124,9,26,116,0.079,38
deepseek-v4-flash,high,advisor-observational-memory,yjs-map-conflict-detection,1,solved,1,1.0,103,9,6,95,0.105,38
deepseek-v4-flash,high,advisor-observational-memory,yjs-map-conflict-detection,2,found_kept_failed,0,0.9958333333333333,69,11,15,55,0.053,38
gpt-5.5,medium,baseline,actionlint-action-pinning-lint,0,solved,1,1.0,43,13,15,34,0.294,34
gpt-5.5,medium,baseline,actionlint-action-pinning-lint,1,solved,1,1.0,67,15,19,61,0.294,34
gpt-5.5,medium,baseline,actionlint-action-pinning-lint,2,solved,1,1.0,55,8,24,38,0.235,34
gpt-5.5,medium,baseline,adaptix-name-mapping-aliases,0,found_kept_failed,0,0.9996405463695184,89,19,1,87,0.167,30
gpt-5.5,medium,baseline,adaptix-name-mapping-aliases,1,solved,1,1.0,91,16,1,68,0.2,30
gpt-5.5,medium,baseline,adaptix-name-mapping-aliases,2,solved,1,1.0,85,20,1,70,0.2,30
gpt-5.5,medium,baseline,anko-default-function-arguments,0,search_failure,0,0.9917355371900827,55,0,,,0.0,14
gpt-5.5,medium,baseline,anko-default-function-arguments,1,search_failure,0,0.5785123966942148,63,0,,,0.0,14
gpt-5.5,medium,baseline,anko-default-function-arguments,2,solved,1,1.0,63,0,,,0.0,14
gpt-5.5,medium,baseline,anko-typed-variable-bindings,0,found_kept_failed,0,0.941747572815534,61,8,21,56,0.103,29
gpt-5.5,medium,baseline,anko-typed-variable-bindings,1,found_kept_failed,0,0.9805825242718447,53,7,22,44,0.103,29
gpt-5.5,medium,baseline,anko-typed-variable-bindings,2,found_kept_failed,0,0.9805825242718447,57,8,30,44,0.103,29
gpt-5.5,medium,baseline,awilix-async-container-initialization,0,solved,1,1.0,62,20,10,56,0.267,15
gpt-5.5,medium,baseline,awilix-async-container-initialization,1,solved,1,1.0,61,10,12,51,0.267,15
gpt-5.5,medium,baseline,awilix-async-container-initialization,2,solved,1,1.0,51,11,7,39,0.267,15
gpt-5.5,medium,baseline,bandit-structured-nosec-directives,0,found_kept_failed,0,0.9886039886039886,55,5,12,52,0.151,53
gpt-5.5,medium,baseline,bandit-structured-nosec-directives,1,found_kept_failed,0,0.9914529914529915,58,4,14,55,0.057,53
gpt-5.5,medium,baseline,bandit-structured-nosec-directives,2,found_kept_failed,0,0.9886039886039886,57,4,14,54,0.075,53
gpt-5.5,medium,baseline,boa-hierarchical-evaluation-cancellation,0,found_kept_failed,0,0.2916666666666667,89,17,30,81,0.462,39
gpt-5.5,medium,baseline,boa-hierarchical-evaluation-cancellation,1,solved,1,1.0,84,15,25,75,0.487,39
gpt-5.5,medium,baseline,boa-hierarchical-evaluation-cancellation,2,found_kept_failed,0,0.9583333333333334,112,31,28,105,0.487,39
gpt-5.5,medium,baseline,cattrs-partial-structuring-recovery,0,solved,1,1.0,54,16,2,44,0.25,20
gpt-5.5,medium,baseline,cattrs-partial-structuring-recovery,1,solved,1,1.0,71,23,2,55,0.25,20
gpt-5.5,medium,baseline,cattrs-partial-structuring-recovery,2,found_kept_failed,0,0.9868421052631579,52,13,2,46,0.25,20
gpt-5.5,medium,baseline,clack-async-autocomplete-options,0,search_failure,0,0.9875862068965517,50,0,,,0.0,7
gpt-5.5,medium,baseline,clack-async-autocomplete-options,1,found_then_lost,0,0.9875862068965517,47,3,9,20,0.143,7
gpt-5.5,medium,baseline,clack-async-autocomplete-options,2,search_failure,0,0.9875862068965517,49,0,,,0.0,7
gpt-5.5,medium,baseline,csstree-shorthand-expansion-compression,0,found_kept_failed,0,0.9998213647731332,45,10,15,35,0.261,23
gpt-5.5,medium,baseline,csstree-shorthand-expansion-compression,1,found_then_lost,0,0.999761819697511,37,8,14,25,0.261,23
gpt-5.5,medium,baseline,csstree-shorthand-expansion-compression,2,found_then_lost,0,0.9997022746218888,26,7,6,17,0.217,23
gpt-5.5,medium,baseline,dynamodb-toolbox-lazy-recursive-schemas,0,found_kept_failed,0,0.9877300613496932,170,9,33,132,0.222,9
gpt-5.5,medium,baseline,dynamodb-toolbox-lazy-recursive-schemas,1,found_kept_failed,0,0.9984662576687117,117,14,10,104,0.222,9
gpt-5.5,medium,baseline,dynamodb-toolbox-lazy-recursive-schemas,2,found_kept_failed,0,0.9877300613496932,121,15,18,110,0.222,9
gpt-5.5,medium,baseline,effect-sse-httpapi-streaming,0,solved,1,1.0,79,15,0,77,0.375,16
gpt-5.5,medium,baseline,effect-sse-httpapi-streaming,1,solved,1,1.0,109,16,2,107,0.375,16
gpt-5.5,medium,baseline,effect-sse-httpapi-streaming,2,found_kept_failed,0,0.5982905982905983,82,18,0,80,0.375,16
gpt-5.5,medium,baseline,etree-xml-diff-patch,0,found_then_lost,0,0.9552238805970149,22,1,15,15,0.462,65
gpt-5.5,medium,baseline,etree-xml-diff-patch,1,found_kept_failed,0,0.9850746268656716,24,6,4,19,0.446,65
gpt-5.5,medium,baseline,etree-xml-diff-patch,2,solved,1,1.0,24,3,14,18,0.446,65
gpt-5.5,medium,baseline,fastapi-implicit-head-options,0,found_kept_failed,0,0.9990557129367328,100,23,3,95,0.29,31
gpt-5.5,medium,baseline,fastapi-implicit-head-options,1,solved,1,1.0,89,27,3,80,0.258,31
gpt-5.5,medium,baseline,fastapi-implicit-head-options,2,found_kept_failed,0,0.9977966635190432,98,17,3,93,0.258,31
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,0,found_kept_failed,0,0.993421052631579,49,10,14,44,0.068,44
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,1,found_then_lost,0,0.993421052631579,46,3,13,17,0.068,44
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,2,found_then_lost,0,0.993421052631579,35,2,16,19,0.045,44
gpt-5.5,medium,baseline,goreleaser-retry-publish-auditing,0,solved,1,1.0,47,2,11,26,0.061,33
gpt-5.5,medium,baseline,goreleaser-retry-publish-auditing,1,solved,1,1.0,57,0,,,0.0,33
gpt-5.5,medium,baseline,goreleaser-retry-publish-auditing,2,solved,1,1.0,71,6,20,54,0.061,33
gpt-5.5,medium,baseline,gql-incremental-graphql-delivery,0,found_kept_failed,0,0.9927536231884058,81,22,1,79,0.304,23
gpt-5.5,medium,baseline,gql-incremental-graphql-delivery,1,found_kept_failed,0,0.998792270531401,66,14,2,64,0.304,23
gpt-5.5,medium,baseline,gql-incremental-graphql-delivery,2,found_kept_failed,0,0.9975845410628019,84,23,1,82,0.304,23
gpt-5.5,medium,baseline,httpx-streaming-json-iteration,0,solved,1,1.0,45,8,2,30,0.19,21
gpt-5.5,medium,baseline,httpx-streaming-json-iteration,1,solved,1,1.0,41,8,2,35,0.19,21
gpt-5.5,medium,baseline,httpx-streaming-json-iteration,2,solved,1,1.0,39,6,3,33,0.19,21
gpt-5.5,medium,baseline,kea-atomic-signal-selectors,0,solved,1,1.0,55,1,12,12,0.087,23
gpt-5.5,medium,baseline,kea-atomic-signal-selectors,1,solved,1,1.0,48,2,8,16,0.13,23
gpt-5.5,medium,baseline,kea-atomic-signal-selectors,2,found_then_lost,0,0.9933774834437086,64,2,7,44,0.087,23
gpt-5.5,medium,baseline,kgateway-consistent-hash-policy,0,found_kept_failed,0,0.9907407407407407,50,7,18,38,0.277,47
gpt-5.5,medium,baseline,kgateway-consistent-hash-policy,1,found_then_lost,0,0.9907407407407407,45,6,20,30,0.128,47
gpt-5.5,medium,baseline,kgateway-consistent-hash-policy,2,found_then_lost,0,0.9907407407407407,62,5,17,34,0.128,47
gpt-5.5,medium,baseline,kombu-single-active-consumer-priority,0,found_kept_failed,0,0.99933598937583,60,13,2,55,0.574,47
gpt-5.5,medium,baseline,kombu-single-active-consumer-priority,1,found_kept_failed,0,0.99933598937583,58,19,2,47,0.617,47
gpt-5.5,medium,baseline,kombu-single-active-consumer-priority,2,solved,1,1.0,71,21,2,66,0.574,47
gpt-5.5,medium,baseline,koota-deferred-mutation-buffer,0,found_kept_failed,0,0.9949748743718593,46,16,1,44,0.138,29
gpt-5.5,medium,baseline,koota-deferred-mutation-buffer,1,found_kept_failed,0,0.9748743718592965,46,17,1,44,0.138,29
gpt-5.5,medium,baseline,koota-deferred-mutation-buffer,2,found_kept_failed,0,0.9698492462311558,51,22,1,49,0.138,29
gpt-5.5,medium,baseline,langchain-request-coalescing,0,solved,1,1.0,70,32,0,67,0.638,47
gpt-5.5,medium,baseline,langchain-request-coalescing,1,found_kept_failed,0,0.9964539007092199,72,36,0,69,0.574,47
gpt-5.5,medium,baseline,langchain-request-coalescing,2,found_kept_failed,0,0.9964539007092199,66,26,2,63,0.574,47
gpt-5.5,medium,baseline,mashumaro-flattened-dataclass-fields,0,search_failure,0,0.9999002659574469,68,0,,,0.0,13
gpt-5.5,medium,baseline,mashumaro-flattened-dataclass-fields,1,search_failure,0,0.9999002659574469,60,0,,,0.0,13
gpt-5.5,medium,baseline,mashumaro-flattened-dataclass-fields,2,found_then_lost,0,0.9998670212765958,57,1,24,24,0.077,13
gpt-5.5,medium,baseline,obsidian-linter-auto-table-of-contents,0,found_kept_failed,0,0.9650170648464164,53,4,11,45,0.214,14
gpt-5.5,medium,baseline,obsidian-linter-auto-table-of-contents,1,found_then_lost,0,0.9650170648464164,35,5,14,24,0.214,14
gpt-5.5,medium,baseline,obsidian-linter-auto-table-of-contents,2,found_kept_failed,0,0.9650170648464164,49,5,15,39,0.143,14
gpt-5.5,medium,baseline,onedump-dump-encryption-pipeline,0,found_kept_failed,0,0.875,41,17,1,33,0.5,38
gpt-5.5,medium,baseline,onedump-dump-encryption-pipeline,1,found_kept_failed,0,0.875,44,21,1,37,0.526,38
gpt-5.5,medium,baseline,onedump-dump-encryption-pipeline,2,found_kept_failed,0,0.875,41,15,1,33,0.553,38
gpt-5.5,medium,baseline,oxvg-structural-selector-preservation,0,found_then_lost,0,0.9705882352941176,64,11,19,43,0.019,54
gpt-5.5,medium,baseline,oxvg-structural-selector-preservation,1,found_kept_failed,0,0.9705882352941176,76,9,15,61,0.019,54
gpt-5.5,medium,baseline,oxvg-structural-selector-preservation,2,found_kept_failed,0,0.9705882352941176,54,7,13,44,0.019,54
gpt-5.5,medium,baseline,prometheus-typed-label-sorting,0,solved,1,1.0,28,3,13,18,0.023,44
gpt-5.5,medium,baseline,prometheus-typed-label-sorting,1,solved,1,1.0,48,4,18,22,0.023,44
gpt-5.5,medium,baseline,prometheus-typed-label-sorting,2,solved,1,1.0,26,5,10,18,0.023,44
gpt-5.5,medium,baseline,python-statemachine-state-data-scoping,0,solved,1,1.0,90,28,9,83,0.25,68
gpt-5.5,medium,baseline,python-statemachine-state-data-scoping,1,found_kept_failed,0,0.9985272459499264,95,24,1,86,0.279,68
gpt-5.5,medium,baseline,python-statemachine-state-data-scoping,2,solved,1,1.0,69,19,1,43,0.25,68
gpt-5.5,medium,baseline,termenv-preserve-ansi-resets,0,found_then_lost,0,0.9344262295081968,33,11,7,23,0.448,29
gpt-5.5,medium,baseline,termenv-preserve-ansi-resets,1,found_kept_failed,0,0.9754098360655737,37,13,8,28,0.483,29
gpt-5.5,medium,baseline,termenv-preserve-ansi-resets,2,found_kept_failed,0,0.9590163934426229,28,14,8,23,0.517,29
gpt-5.5,medium,baseline,textual-kitty-key-phases,0,found_then_lost,0,0.9875,44,10,2,24,0.34,50
gpt-5.5,medium,baseline,textual-kitty-key-phases,1,found_then_lost,0,0.9625,76,20,2,56,0.32,50
gpt-5.5,medium,baseline,textual-kitty-key-phases,2,found_kept_failed,0,0.975,53,16,2,46,0.34,50
gpt-5.5,medium,baseline,ts-pattern-match-each,0,solved,1,1.0,40,2,6,9,0.5,6
gpt-5.5,medium,baseline,ts-pattern-match-each,1,solved,1,1.0,36,2,7,12,0.5,6
gpt-5.5,medium,baseline,ts-pattern-match-each,2,solved,1,1.0,26,3,5,10,0.333,6
gpt-5.5,medium,baseline,updo-policy-alerting,0,found_kept_failed,0,0.9857142857142858,42,16,13,36,0.476,42
gpt-5.5,medium,baseline,updo-policy-alerting,1,found_kept_failed,0,0.9928571428571429,43,21,6,37,0.524,42
gpt-5.5,medium,baseline,updo-policy-alerting,2,found_kept_failed,0,0.9857142857142858,39,16,5,31,0.452,42
gpt-5.5,medium,baseline,wasmi-trap-coredumps,0,found_kept_failed,0,0.975,133,34,1,130,0.3,40
gpt-5.5,medium,baseline,wasmi-trap-coredumps,1,found_kept_failed,0,0.9,114,33,1,112,0.275,40
gpt-5.5,medium,baseline,wasmi-trap-coredumps,2,found_kept_failed,0,0.875,88,29,1,85,0.25,40
gpt-5.5,medium,baseline,wazero-multi-module-snapshots,0,found_then_lost,0,0.975,26,6,5,11,0.69,42
gpt-5.5,medium,baseline,wazero-multi-module-snapshots,1,solved,1,1.0,25,3,5,10,0.667,42
gpt-5.5,medium,baseline,wazero-multi-module-snapshots,2,solved,1,1.0,26,3,6,10,0.667,42
gpt-5.5,medium,baseline,yjs-map-conflict-detection,0,solved,1,1.0,55,8,16,30,0.079,38
gpt-5.5,medium,baseline,yjs-map-conflict-detection,1,solved,1,1.0,65,1,22,22,0.026,38
gpt-5.5,medium,baseline,yjs-map-conflict-detection,2,solved,1,1.0,62,5,18,49,0.053,38
gpt-5.5,xhigh,baseline,bandit-structured-nosec-directives,0,found_kept_failed,0,0.9886039886039886,72,4,1,69,0.17,53
gpt-5.5,xhigh,baseline,bandit-structured-nosec-directives,1,found_kept_failed,0,0.9971509971509972,82,8,13,79,0.17,53
gpt-5.5,xhigh,baseline,bandit-structured-nosec-directives,2,found_kept_failed,0,0.9971509971509972,99,10,31,96,0.189,53
gpt-5.5,xhigh,baseline,csstree-shorthand-expansion-compression,0,solved,1,1.0,80,20,32,64,0.261,23
gpt-5.5,xhigh,baseline,csstree-shorthand-expansion-compression,1,solved,1,1.0,77,16,45,72,0.261,23
gpt-5.5,xhigh,baseline,csstree-shorthand-expansion-compression,2,solved,1,1.0,89,14,47,81,0.261,23
gpt-5.5,xhigh,baseline,effect-sse-httpapi-streaming,0,found_kept_failed,0,0.5982905982905983,153,19,2,151,0.375,16
gpt-5.5,xhigh,baseline,effect-sse-httpapi-streaming,1,found_kept_failed,0,0.9914529914529915,212,29,3,210,0.375,16
gpt-5.5,xhigh,baseline,effect-sse-httpapi-streaming,2,found_kept_failed,0,0.9914529914529915,171,21,2,169,0.375,16
gpt-5.5,xhigh,baseline,fastapi-implicit-head-options,0,found_kept_failed,0,0.9990557129367328,138,31,4,133,0.258,31
gpt-5.5,xhigh,baseline,fastapi-implicit-head-options,1,found_kept_failed,0,0.998426188227888,164,30,4,134,0.258,31
gpt-5.5,xhigh,baseline,fastapi-implicit-head-options,2,solved,1,1.0,137,36,4,126,0.258,31
gpt-5.5,xhigh,baseline,gql-incremental-graphql-delivery,0,found_kept_failed,0,0.998792270531401,131,27,2,130,0.391,23
gpt-5.5,xhigh,baseline,gql-incremental-graphql-delivery,1,found_kept_failed,0,0.998792270531401,172,32,2,170,0.391,23
gpt-5.5,xhigh,baseline,gql-incremental-graphql-delivery,2,found_kept_failed,0,0.998792270531401,148,33,2,146,0.435,23
gpt-5.5,xhigh,baseline,httpx-streaming-json-iteration,0,solved,1,1.0,105,21,3,79,0.429,21
gpt-5.5,xhigh,baseline,httpx-streaming-json-iteration,1,solved,1,1.0,99,24,3,90,0.381,21
gpt-5.5,xhigh,baseline,httpx-streaming-json-iteration,2,solved,1,1.0,68,16,3,56,0.381,21
gpt-5.5,xhigh,baseline,kgateway-consistent-hash-policy,0,solved,1,1.0,121,10,45,107,0.191,47
gpt-5.5,xhigh,baseline,kgateway-consistent-hash-policy,1,solved,1,1.0,105,6,52,63,0.17,47
gpt-5.5,xhigh,baseline,kgateway-consistent-hash-policy,2,solved,1,1.0,123,8,38,63,0.17,47
gpt-5.5,xhigh,baseline,koota-deferred-mutation-buffer,0,found_kept_failed,0,0.9949748743718593,105,42,1,103,0.172,29
gpt-5.5,xhigh,baseline,koota-deferred-mutation-buffer,1,solved,1,1.0,127,46,1,125,0.138,29
gpt-5.5,xhigh,baseline,koota-deferred-mutation-buffer,2,solved,1,1.0,114,39,1,112,0.172,29
gpt-5.5,xhigh,baseline,mashumaro-flattened-dataclass-fields,0,solved,1,1.0,123,0,,,0.0,13
gpt-5.5,xhigh,baseline,mashumaro-flattened-dataclass-fields,1,solved,1,1.0,123,2,36,38,0.077,13
gpt-5.5,xhigh,baseline,mashumaro-flattened-dataclass-fields,2,solved,1,1.0,101,0,,,0.0,13
gpt-5.5,xhigh,baseline,obsidian-linter-auto-table-of-contents,0,solved,1,1.0,87,4,19,38,0.214,14
gpt-5.5,xhigh,baseline,obsidian-linter-auto-table-of-contents,1,found_then_lost,0,0.9650170648464164,81,5,30,44,0.214,14
gpt-5.5,xhigh,baseline,obsidian-linter-auto-table-of-contents,2,found_then_lost,0,0.9650170648464164,50,3,21,26,0.143,14
gpt-5.5,xhigh,baseline,oxvg-structural-selector-preservation,0,solved,1,1.0,155,19,23,128,0.019,54
gpt-5.5,xhigh,baseline,oxvg-structural-selector-preservation,1,solved,1,1.0,108,24,20,92,0.019,54
gpt-5.5,xhigh,baseline,oxvg-structural-selector-preservation,2,solved,1,1.0,119,20,20,103,0.019,54
gpt-5.5,xhigh,baseline,termenv-preserve-ansi-resets,0,found_kept_failed,0,0.9918032786885246,56,16,9,47,0.483,29
gpt-5.5,xhigh,baseline,termenv-preserve-ansi-resets,1,found_then_lost,0,0.9918032786885246,43,12,8,29,0.517,29
gpt-5.5,xhigh,baseline,termenv-preserve-ansi-resets,2,found_kept_failed,0,0.9918032786885246,75,25,7,66,0.483,29
gpt-5.5,xhigh,baseline,updo-policy-alerting,0,solved,1,1.0,86,24,4,74,0.524,42
gpt-5.5,xhigh,baseline,updo-policy-alerting,1,found_kept_failed,0,0.9928571428571429,64,23,12,50,0.548,42
gpt-5.5,xhigh,baseline,updo-policy-alerting,2,found_kept_failed,0,0.9714285714285714,78,27,2,63,0.595,42
